time_start,zone,mfrr_cm_up_price_eur_mw,mfrr_cm_up_volume_mw,mfrr_cm_down_price_eur_mw,mfrr_cm_down_volume_mw
2026-01-01T08:00:00,SN3,3.0,505.0,1.63,189.0
2026-01-01T08:00:00,SN4,5.0,86.0,1.63,11.0
2026-01-01T09:00:00,SN1,1.5,145.0,9.0,251.0
2026-01-01T09:00:00,SN2,1.5,167.0,8.0,599.0
2026-01-01T09:00:00,SN3,1.6,461.0,1.63,189.0
2026-01-01T09:00:00,SN4,10.0,131.0,1.63,11.0
2026-01-01T10:00:00,SN1,1.53,75.0,9.0,248.0
2026-01-01T10:00:00,SN2,1.53,168.0,8.0,602.0
2026-01-01T10:00:00,SN3,3.0,511.0,1.52,189.0
2026-01-01T10:00:00,SN4,10.0,85.0,1.52,11.0
2026-01-01T11:00:00,SN1,1.53,76.0,9.0,248.0
2026-01-01T11:00:00,SN2,1.53,168.0,8.0,602.0
2026-01-01T11:00:00,SN3,2.0,469.0,1.72,189.0
2026-01-01T11:00:00,SN4,10.0,127.0,1.72,11.0
2026-01-01T12:00:00,SN1,1.5,95.0,9.0,247.0
2026-01-01T12:00:00,SN2,1.5,167.0,8.0,603.0
2026-01-01T12:00:00,SN3,3.0,507.0,1.63,189.0
2026-01-01T12:00:00,SN4,10.0,92.0,1.63,11.0
2026-01-01T13:00:00,SN1,1.5,95.0,9.0,248.0
2026-01-01T13:00:00,SN2,1.5,168.0,8.0,602.0
2026-01-01T13:00:00,SN3,1.6,465.0,1.63,189.0
2026-01-01T13:00:00,SN4,5.0,126.0,1.63,11.0
2026-01-01T14:00:00,SN1,1.5,95.0,9.0,246.0
2026-01-01T14:00:00,SN2,1.5,167.0,7.5,604.0
2026-01-01T14:00:00,SN3,3.0,503.0,1.63,189.0
2026-01-01T14:00:00,SN4,10.0,91.0,1.63,11.0
2026-01-01T15:00:00,SN1,1.53,99.0,9.0,260.0
2026-01-01T15:00:00,SN2,1.53,168.0,7.0,590.0
2026-01-01T15:00:00,SN3,1.6,460.0,1.63,189.0
2026-01-01T15:00:00,SN4,10.0,131.0,1.63,11.0
2026-01-01T16:00:00,SN1,1.53,99.0,9.0,265.0
2026-01-01T16:00:00,SN2,1.53,168.0,7.0,585.0
2026-01-01T16:00:00,SN3,2.54,501.0,1.63,189.0
2026-01-01T16:00:00,SN4,10.0,91.0,1.63,11.0
2026-01-01T17:00:00,SN1,1.53,101.0,15.0,326.0
2026-01-01T17:00:00,SN2,1.53,168.0,5.5,524.0
2026-01-01T17:00:00,SN3,2.0,474.0,1.63,189.0
2026-01-01T17:00:00,SN4,10.0,131.0,1.63,11.0
2026-01-01T18:00:00,SN1,1.5,95.0,13.0,306.0
2026-01-01T18:00:00,SN2,1.5,167.0,6.0,544.0
2026-01-01T18:00:00,SN3,3.0,507.0,1.63,189.0
2026-01-01T18:00:00,SN4,5.0,85.0,1.63,11.0
2026-01-01T19:00:00,SN1,1.5,95.0,11.0,269.0
2026-01-01T19:00:00,SN2,1.5,167.0,7.0,581.0
2026-01-01T19:00:00,SN3,2.0,470.0,1.63,189.0
2026-01-01T19:00:00,SN4,5.0,125.0,1.63,11.0
2026-01-01T20:00:00,SN1,1.6,81.0,15.0,327.0
2026-01-01T20:00:00,SN2,1.6,168.0,6.5,523.0
2026-01-01T20:00:00,SN3,8.86,546.0,1.29,125.0
2026-01-01T20:00:00,SN4,19.0,86.0,1.34,11.0
2026-01-01T21:00:00,SN1,1.53,77.0,15.0,326.0
2026-01-01T21:00:00,SN2,1.53,167.0,6.5,524.0
2026-01-01T21:00:00,SN3,3.75,538.0,1.29,132.0
2026-01-01T21:00:00,SN4,10.0,131.0,1.29,11.0
2026-01-01T22:00:00,SN1,1.5,74.0,15.0,326.0
2026-01-01T22:00:00,SN2,1.5,166.0,6.5,524.0
2026-01-01T22:00:00,SN3,3.0,498.0,1.49,190.0
2026-01-01T22:00:00,SN4,10.0,90.0,1.49,10.0
2026-01-01T23:00:00,SN1,1.5,74.0,13.0,307.0
2026-01-01T23:00:00,SN2,1.5,166.0,7.0,543.0
2026-01-01T23:00:00,SN3,3.0,473.0,1.49,185.0
2026-01-01T23:00:00,SN4,10.0,121.0,1.49,15.0
2026-01-02T00:00:00,SN1,1.3,109.0,11.0,305.0
2026-01-02T00:00:00,SN2,1.3,92.0,8.0,545.0
2026-01-02T00:00:00,SN3,3.0,491.0,1.41,171.0
2026-01-02T00:00:00,SN4,5.0,96.0,1.41,29.0
2026-01-02T01:00:00,SN1,1.3,109.0,11.0,301.0
2026-01-02T01:00:00,SN2,1.3,87.0,8.0,549.0
2026-01-02T01:00:00,SN3,1.53,445.0,1.52,170.0
2026-01-02T01:00:00,SN4,5.0,146.0,1.52,30.0
2026-01-02T02:00:00,SN1,1.3,105.0,11.5,264.0
2026-01-02T02:00:00,SN2,1.3,94.0,8.0,586.0
2026-01-02T02:00:00,SN3,2.0,480.0,1.52,170.0
2026-01-02T02:00:00,SN4,5.0,108.0,1.52,30.0
2026-01-02T03:00:00,SN1,2.0,167.0,9.0,210.0
2026-01-02T03:00:00,SN2,2.0,195.0,5.0,369.0
2026-01-02T03:00:00,SN3,2.0,467.0,3.05,304.0
2026-01-02T03:00:00,SN4,2.0,139.0,3.05,96.0
2026-01-02T04:00:00,SN1,3.0,167.0,11.0,231.0
2026-01-02T04:00:00,SN2,3.0,195.0,5.0,311.0
2026-01-02T04:00:00,SN3,3.0,526.0,5.0,310.0
2026-01-02T04:00:00,SN4,3.0,103.0,5.0,77.0
2026-01-02T05:00:00,SN1,3.0,167.0,8.0,225.0
2026-01-02T05:00:00,SN2,3.0,196.0,5.5,331.0
2026-01-02T05:00:00,SN3,3.0,472.0,5.5,307.0
2026-01-02T05:00:00,SN4,3.0,143.0,5.5,66.0
2026-01-02T06:00:00,SN1,3.0,167.0,8.0,241.0
2026-01-02T06:00:00,SN2,3.0,196.0,5.0,285.0
2026-01-02T06:00:00,SN3,3.0,539.0,5.0,330.0
2026-01-02T06:00:00,SN4,3.0,103.0,5.0,63.0
2026-01-02T07:00:00,SN1,3.0,157.0,8.0,241.0
2026-01-02T07:00:00,SN2,3.0,196.0,5.0,294.0
2026-01-02T07:00:00,SN3,3.0,507.0,5.0,323.0
2026-01-02T07:00:00,SN4,3.0,142.0,5.0,64.0
2026-01-02T08:00:00,SN1,4.02,157.0,8.0,241.0
2026-01-02T08:00:00,SN2,4.02,196.0,5.04,284.0
2026-01-02T08:00:00,SN3,4.02,544.0,5.04,330.0
2026-01-02T08:00:00,SN4,4.02,102.0,5.04,68.0
2026-01-02T09:00:00,SN1,3.75,129.0,8.0,234.0
2026-01-02T09:00:00,SN2,3.75,196.0,5.04,282.0
2026-01-02T09:00:00,SN3,3.75,533.0,5.04,330.0
2026-01-02T09:00:00,SN4,3.75,141.0,5.04,73.0
2026-01-02T10:00:00,SN1,3.75,129.0,8.0,237.0
2026-01-02T10:00:00,SN2,3.75,196.0,4.54,274.0
2026-01-02T10:00:00,SN3,3.75,581.0,4.54,337.0
2026-01-02T10:00:00,SN4,3.75,94.0,4.54,74.0
2026-01-02T11:00:00,SN1,3.75,129.0,8.0,237.0
2026-01-02T11:00:00,SN2,3.75,175.0,5.04,287.0
2026-01-02T11:00:00,SN3,3.75,554.0,5.04,325.0
2026-01-02T11:00:00,SN4,3.75,141.0,5.04,74.0
2026-01-02T12:00:00,SN1,3.5,129.0,8.0,237.0
2026-01-02T12:00:00,SN2,3.5,196.0,3.9,300.0
2026-01-02T12:00:00,SN3,3.5,579.0,3.0,313.0
2026-01-02T12:00:00,SN4,3.5,101.0,3.0,73.0
2026-01-02T13:00:00,SN1,3.0,129.0,8.0,236.0
2026-01-02T13:00:00,SN2,3.0,145.0,3.9,305.0
2026-01-02T13:00:00,SN3,3.0,635.0,3.05,310.0
2026-01-02T13:00:00,SN4,3.0,141.0,3.05,73.0
2026-01-02T14:00:00,SN1,3.0,129.0,8.0,237.0
2026-01-02T14:00:00,SN2,3.0,95.0,3.9,303.0
2026-01-02T14:00:00,SN3,3.0,648.0,3.32,312.0
2026-01-02T14:00:00,SN4,3.0,101.0,3.32,71.0
2026-01-02T15:00:00,SN1,2.0,129.0,9.0,304.0
2026-01-02T15:00:00,SN2,2.0,90.0,8.0,546.0
2026-01-02T15:00:00,SN3,1.46,515.0,1.41,163.0
2026-01-02T15:00:00,SN4,5.0,144.0,2.0,37.0
2026-01-02T16:00:00,SN1,1.8,65.0,9.0,304.0
2026-01-02T16:00:00,SN2,1.8,89.0,7.0,546.0
2026-01-02T16:00:00,SN3,1.8,627.0,1.52,172.0
2026-01-02T16:00:00,SN4,5.0,106.0,1.52,28.0
2026-01-02T17:00:00,SN1,1.8,65.0,9.0,302.0
2026-01-02T17:00:00,SN2,1.8,84.0,7.0,548.0
2026-01-02T17:00:00,SN3,1.8,596.0,1.52,172.0
2026-01-02T17:00:00,SN4,5.0,146.0,1.52,28.0
2026-01-02T18:00:00,SN1,1.8,65.0,8.0,280.0
2026-01-02T18:00:00,SN2,1.8,89.0,6.6,570.0
2026-01-02T18:00:00,SN3,1.8,617.0,1.41,174.0
2026-01-02T18:00:00,SN4,5.0,104.0,1.41,26.0
2026-01-02T19:00:00,SN1,1.8,65.0,8.0,281.0
2026-01-02T19:00:00,SN2,1.8,68.0,6.6,569.0
2026-01-02T19:00:00,SN3,1.8,606.0,1.52,172.0
2026-01-02T19:00:00,SN4,5.0,144.0,1.52,28.0
2026-01-02T20:00:00,SN1,1.8,65.0,9.0,270.0
2026-01-02T20:00:00,SN2,1.8,59.0,7.1,580.0
2026-01-02T20:00:00,SN3,1.8,577.0,1.41,174.0
2026-01-02T20:00:00,SN4,5.0,103.0,1.41,26.0
2026-01-02T21:00:00,SN1,1.8,65.0,9.0,267.0
2026-01-02T21:00:00,SN2,1.8,89.0,7.1,583.0
2026-01-02T21:00:00,SN3,1.46,502.0,1.49,168.0
2026-01-02T21:00:00,SN4,5.0,134.0,1.63,32.0
2026-01-02T22:00:00,SN1,1.6,151.0,8.0,230.0
2026-01-02T22:00:00,SN2,1.6,195.0,5.1,355.0
2026-01-02T22:00:00,SN3,1.6,573.0,4.87,328.0
2026-01-02T22:00:00,SN4,1.6,88.0,4.87,88.0
2026-01-02T23:00:00,SN1,1.5,145.0,8.0,242.0
2026-01-02T23:00:00,SN2,1.5,194.0,4.08,330.0
2026-01-02T23:00:00,SN3,1.6,535.0,3.0,344.0
2026-01-02T23:00:00,SN4,1.6,126.0,3.0,83.0
2026-01-03T00:00:00,SN1,1.6,65.0,8.0,267.0
2026-01-03T00:00:00,SN2,1.6,121.0,6.5,583.0
2026-01-03T00:00:00,SN3,1.46,499.0,1.3,165.0
2026-01-03T00:00:00,SN4,5.0,99.0,1.63,35.0
2026-01-03T01:00:00,SN1,1.6,65.0,8.0,226.0
2026-01-03T01:00:00,SN2,1.6,122.0,5.0,360.0
2026-01-03T01:00:00,SN3,1.6,637.0,5.0,321.0
2026-01-03T01:00:00,SN4,1.6,143.0,5.0,95.0
2026-01-03T02:00:00,SN1,2.0,121.0,8.0,235.0
2026-01-03T02:00:00,SN2,2.0,122.0,5.0,351.0
2026-01-03T02:00:00,SN3,2.0,632.0,5.0,323.0
2026-01-03T02:00:00,SN4,2.0,101.0,5.0,93.0
2026-01-03T03:00:00,SN1,1.6,65.0,8.0,235.0
2026-01-03T03:00:00,SN2,1.6,124.0,5.0,358.0
2026-01-03T03:00:00,SN3,1.6,643.0,5.0,321.0
2026-01-03T03:00:00,SN4,1.6,144.0,5.0,88.0
2026-01-03T04:00:00,SN1,2.0,118.0,8.0,235.0
2026-01-03T04:00:00,SN2,1.5,125.0,5.0,357.0
2026-01-03T04:00:00,SN3,2.0,638.0,5.0,326.0
2026-01-03T04:00:00,SN4,2.0,107.0,5.0,84.0
2026-01-03T05:00:00,SN1,1.6,61.0,9.0,298.0
2026-01-03T05:00:00,SN2,1.6,128.0,7.5,552.0
2026-01-03T05:00:00,SN3,1.39,488.0,1.41,167.0
2026-01-03T05:00:00,SN4,7.36,154.0,1.74,33.0
2026-01-03T06:00:00,SN1,1.53,59.0,9.0,297.0
2026-01-03T06:00:00,SN2,1.53,129.0,6.0,553.0
2026-01-03T06:00:00,SN3,1.39,507.0,1.41,173.0
2026-01-03T06:00:00,SN4,5.0,110.0,1.41,27.0
2026-01-03T07:00:00,SN1,1.5,53.0,9.0,296.0
2026-01-03T07:00:00,SN2,1.5,128.0,6.0,554.0
2026-01-03T07:00:00,SN3,1.5,518.0,1.52,171.0
2026-01-03T07:00:00,SN4,5.0,150.0,1.52,29.0
2026-01-03T08:00:00,SN1,1.53,59.0,9.0,295.0
2026-01-03T08:00:00,SN2,1.53,130.0,6.5,555.0
2026-01-03T08:00:00,SN3,1.53,522.0,1.52,171.0
2026-01-03T08:00:00,SN4,5.0,110.0,1.52,29.0
2026-01-03T09:00:00,SN1,1.53,59.0,9.0,284.0
2026-01-03T09:00:00,SN2,1.53,128.0,6.5,566.0
2026-01-03T09:00:00,SN3,1.53,518.0,1.52,171.0
2026-01-03T09:00:00,SN4,5.0,150.0,1.52,29.0
2026-01-03T10:00:00,SN1,2.0,115.0,8.0,273.0
2026-01-03T10:00:00,SN2,2.0,44.0,7.0,577.0
2026-01-03T10:00:00,SN3,2.0,600.0,1.41,173.0
2026-01-03T10:00:00,SN4,5.0,105.0,1.41,27.0
2026-01-03T11:00:00,SN1,2.0,65.0,8.0,217.0
2026-01-03T11:00:00,SN2,2.0,44.0,6.16,633.0
2026-01-03T11:00:00,SN3,2.0,613.0,1.52,171.0
2026-01-03T11:00:00,SN4,5.0,146.0,1.52,29.0
2026-01-03T12:00:00,SN1,2.0,115.0,9.0,294.0
2026-01-03T12:00:00,SN2,2.0,44.0,5.16,556.0
2026-01-03T12:00:00,SN3,2.0,612.0,1.52,172.0
2026-01-03T12:00:00,SN4,5.0,110.0,1.52,28.0
2026-01-03T13:00:00,SN1,1.6,65.0,8.0,228.0
2026-01-03T13:00:00,SN2,1.6,42.0,6.16,622.0
2026-01-03T13:00:00,SN3,1.6,604.0,1.52,171.0
2026-01-03T13:00:00,SN4,5.0,150.0,1.52,29.0
2026-01-03T14:00:00,SN1,2.0,115.0,8.0,255.0
2026-01-03T14:00:00,SN2,2.0,41.0,5.66,595.0
2026-01-03T14:00:00,SN3,2.0,596.0,1.52,171.0
2026-01-03T14:00:00,SN4,5.0,112.0,1.52,29.0
2026-01-03T15:00:00,SN1,2.0,115.0,8.0,222.0
2026-01-03T15:00:00,SN2,2.0,39.0,6.0,628.0
2026-01-03T15:00:00,SN3,2.0,623.0,1.52,171.0
2026-01-03T15:00:00,SN4,19.0,155.0,1.52,29.0
2026-01-03T16:00:00,SN1,2.0,130.0,8.0,227.0
2026-01-03T16:00:00,SN2,2.0,11.0,6.0,623.0
2026-01-03T16:00:00,SN3,2.0,612.0,1.52,172.0
2026-01-03T16:00:00,SN4,19.0,113.0,1.52,28.0
2026-01-03T17:00:00,SN1,2.0,130.0,8.0,227.0
2026-01-03T17:00:00,SN2,2.0,10.0,6.0,623.0
2026-01-03T17:00:00,SN3,2.0,607.0,1.52,172.0
2026-01-03T17:00:00,SN4,19.0,151.0,1.52,28.0
2026-01-03T18:00:00,SN1,3.0,130.0,8.0,227.0
2026-01-03T18:00:00,SN2,3.0,10.0,6.0,623.0
2026-01-03T18:00:00,SN3,3.0,626.0,1.41,174.0
2026-01-03T18:00:00,SN4,19.0,110.0,1.41,26.0
2026-01-03T19:00:00,SN1,2.0,130.0,8.0,227.0
2026-01-03T19:00:00,SN2,2.0,10.0,6.0,623.0
2026-01-03T19:00:00,SN3,2.0,614.0,1.19,115.0
2026-01-03T19:00:00,SN4,19.0,150.0,1.08,18.0
2026-01-03T20:00:00,SN1,2.0,130.0,8.0,225.0
2026-01-03T20:00:00,SN2,2.0,10.0,7.0,625.0
2026-01-03T20:00:00,SN3,2.0,600.0,1.41,174.0
2026-01-03T20:00:00,SN4,19.0,109.0,1.41,26.0
2026-01-03T21:00:00,SN1,2.0,130.0,8.0,252.0
2026-01-03T21:00:00,SN2,2.0,10.0,6.0,598.0
2026-01-03T21:00:00,SN3,2.0,597.0,1.3,174.0
2026-01-03T21:00:00,SN4,19.0,140.0,1.3,26.0
2026-01-03T22:00:00,SN1,2.0,130.0,9.0,270.0
2026-01-03T22:00:00,SN2,2.0,10.0,5.5,580.0
2026-01-03T22:00:00,SN3,2.0,606.0,1.3,162.0
2026-01-03T22:00:00,SN4,19.0,98.0,1.3,38.0
2026-01-03T23:00:00,SN1,2.0,115.0,11.0,306.0
2026-01-03T23:00:00,SN2,2.0,9.0,5.0,544.0
2026-01-03T23:00:00,SN3,2.0,589.0,1.3,159.0
2026-01-03T23:00:00,SN4,9.0,131.0,1.3,41.0
2026-01-04T00:00:00,SN1,8.0,75.0,9.0,354.0
2026-01-04T00:00:00,SN2,8.0,19.0,5.0,496.0
2026-01-04T00:00:00,SN3,8.0,572.0,1.49,187.0
2026-01-04T00:00:00,SN4,19.0,132.0,1.49,13.0
2026-01-04T01:00:00,SN1,2.0,75.0,9.0,352.0
2026-01-04T01:00:00,SN2,2.0,15.0,5.0,498.0
2026-01-04T01:00:00,SN3,2.0,529.0,1.49,187.0
2026-01-04T01:00:00,SN4,7.36,174.0,1.49,13.0
2026-01-04T02:00:00,SN1,3.75,75.0,9.0,350.0
2026-01-04T02:00:00,SN2,3.75,14.0,5.0,500.0
2026-01-04T02:00:00,SN3,3.75,556.0,1.49,187.0
2026-01-04T02:00:00,SN4,10.0,134.0,1.49,13.0
2026-01-04T03:00:00,SN1,2.0,75.0,9.0,349.0
2026-01-04T03:00:00,SN2,2.0,14.0,5.0,501.0
2026-01-04T03:00:00,SN3,2.0,522.0,1.49,187.0
2026-01-04T03:00:00,SN4,7.36,174.0,1.49,13.0
2026-01-04T04:00:00,SN1,3.0,75.0,9.0,347.0
2026-01-04T04:00:00,SN2,3.0,14.0,5.5,503.0
2026-01-04T04:00:00,SN3,3.0,540.0,1.49,188.0
2026-01-04T04:00:00,SN4,10.0,142.0,1.49,12.0
2026-01-04T05:00:00,SN1,3.0,75.0,9.0,332.0
2026-01-04T05:00:00,SN2,3.0,13.0,5.5,518.0
2026-01-04T05:00:00,SN3,3.0,527.0,1.52,190.0
2026-01-04T05:00:00,SN4,7.36,178.0,1.52,10.0
2026-01-04T06:00:00,SN1,3.75,75.0,9.0,338.0
2026-01-04T06:00:00,SN2,3.75,15.0,5.7,512.0
2026-01-04T06:00:00,SN3,3.75,556.0,1.49,191.0
2026-01-04T06:00:00,SN4,10.0,142.0,1.49,9.0
2026-01-04T07:00:00,SN1,3.75,65.0,8.0,313.0
2026-01-04T07:00:00,SN2,3.75,10.0,5.2,537.0
2026-01-04T07:00:00,SN3,3.75,570.0,1.49,190.0
2026-01-04T07:00:00,SN4,7.36,177.0,1.49,10.0
2026-01-04T08:00:00,SN1,7.13,65.0,8.0,313.0
2026-01-04T08:00:00,SN2,7.13,38.0,4.7,537.0
2026-01-04T08:00:00,SN3,7.13,551.0,1.49,190.0
2026-01-04T08:00:00,SN4,19.0,142.0,1.49,10.0
2026-01-04T09:00:00,SN1,7.13,65.0,8.0,307.0
2026-01-04T09:00:00,SN2,7.13,38.0,4.7,543.0
2026-01-04T09:00:00,SN3,7.13,572.0,1.49,190.0
2026-01-04T09:00:00,SN4,7.36,177.0,1.49,10.0
2026-01-04T10:00:00,SN1,10.13,65.0,7.0,265.0
2026-01-04T10:00:00,SN2,10.13,42.0,5.7,585.0
2026-01-04T10:00:00,SN3,10.13,563.0,1.19,162.0
2026-01-04T10:00:00,SN4,19.0,139.0,1.19,10.0
2026-01-04T11:00:00,SN1,7.36,65.0,6.0,260.0
2026-01-04T11:00:00,SN2,7.36,18.0,5.2,590.0
2026-01-04T11:00:00,SN3,7.36,557.0,1.49,190.0
2026-01-04T11:00:00,SN4,7.36,174.0,1.49,10.0
2026-01-04T12:00:00,SN1,15.0,75.0,6.0,260.0
2026-01-04T12:00:00,SN2,15.0,22.0,5.02,590.0
2026-01-04T12:00:00,SN3,15.0,565.0,1.49,190.0
2026-01-04T12:00:00,SN4,19.0,148.0,1.49,10.0
2026-01-04T13:00:00,SN1,7.36,65.0,6.0,241.0
2026-01-04T13:00:00,SN2,7.36,18.0,5.52,609.0
2026-01-04T13:00:00,SN3,7.36,574.0,1.49,190.0
2026-01-04T13:00:00,SN4,7.36,178.0,1.49,10.0
2026-01-04T14:00:00,SN1,15.0,75.0,7.0,261.0
2026-01-04T14:00:00,SN2,15.0,35.0,5.02,589.0
2026-01-04T14:00:00,SN3,15.0,555.0,1.49,190.0
2026-01-04T14:00:00,SN4,19.0,145.0,1.49,10.0
2026-01-04T15:00:00,SN1,8.87,65.0,6.0,260.0
2026-01-04T15:00:00,SN2,8.87,18.0,5.02,590.0
2026-01-04T15:00:00,SN3,8.87,594.0,1.49,190.0
2026-01-04T15:00:00,SN4,8.87,178.0,1.49,10.0
2026-01-04T16:00:00,SN1,21.51,81.0,6.0,229.0
2026-01-04T16:00:00,SN2,21.51,44.0,5.02,621.0
2026-01-04T16:00:00,SN3,21.51,584.0,1.49,191.0
2026-01-04T16:00:00,SN4,21.51,146.0,1.49,9.0
2026-01-04T17:00:00,SN1,11.51,75.0,6.0,229.0
2026-01-04T17:00:00,SN2,11.51,22.0,5.02,621.0
2026-01-04T17:00:00,SN3,11.51,575.0,1.52,191.0
2026-01-04T17:00:00,SN4,11.51,179.0,1.52,9.0
2026-01-04T18:00:00,SN1,21.59,95.0,6.0,229.0
2026-01-04T18:00:00,SN2,21.59,59.0,5.28,621.0
2026-01-04T18:00:00,SN3,21.59,577.0,1.49,191.0
2026-01-04T18:00:00,SN4,21.59,143.0,1.49,9.0
2026-01-04T19:00:00,SN1,11.51,75.0,6.0,226.0
2026-01-04T19:00:00,SN2,11.51,21.0,5.28,624.0
2026-01-04T19:00:00,SN3,11.51,571.0,1.41,190.0
2026-01-04T19:00:00,SN4,11.51,180.0,1.41,10.0
2026-01-04T20:00:00,SN1,20.0,81.0,6.0,218.0
2026-01-04T20:00:00,SN2,20.0,43.0,5.28,624.0
2026-01-04T20:00:00,SN3,20.0,549.0,1.41,188.0
2026-01-04T20:00:00,SN4,20.0,135.0,1.41,12.0
2026-01-04T21:00:00,SN1,7.36,65.0,6.0,253.0
2026-01-04T21:00:00,SN2,7.36,16.0,4.78,597.0
2026-01-04T21:00:00,SN3,7.36,565.0,1.19,187.0
2026-01-04T21:00:00,SN4,7.36,174.0,1.19,13.0
2026-01-04T22:00:00,SN1,15.0,75.0,5.0,210.0
2026-01-04T22:00:00,SN2,15.0,22.0,5.28,599.0
2026-01-04T22:00:00,SN3,15.0,582.0,1.3,186.0
2026-01-04T22:00:00,SN4,19.0,133.0,1.3,14.0
2026-01-04T23:00:00,SN1,15.0,65.0,7.0,286.0
2026-01-04T23:00:00,SN2,15.0,21.0,5.28,564.0
2026-01-04T23:00:00,SN3,15.0,565.0,1.3,186.0
2026-01-04T23:00:00,SN4,15.0,166.0,1.3,14.0
2026-01-05T00:00:00,SN1,47.0,85.0,6.0,180.0
2026-01-05T00:00:00,SN2,47.0,109.0,5.03,451.0
2026-01-05T00:00:00,SN3,47.0,569.0,3.97,300.0
2026-01-05T00:00:00,SN4,46.72,109.0,3.97,41.0
2026-01-05T01:00:00,SN1,27.0,37.0,6.0,193.0
2026-01-05T01:00:00,SN2,27.0,60.0,4.53,489.0
2026-01-05T01:00:00,SN3,27.0,615.0,3.97,291.0
2026-01-05T01:00:00,SN4,27.0,164.0,3.97,39.0
2026-01-05T02:00:00,SN1,35.0,65.0,6.0,185.0
2026-01-05T02:00:00,SN2,35.0,80.0,4.53,510.0
2026-01-05T02:00:00,SN3,35.0,585.0,3.97,279.0
2026-01-05T02:00:00,SN4,35.0,124.0,3.97,38.0
2026-01-05T03:00:00,SN1,27.0,45.0,6.0,190.0
2026-01-05T03:00:00,SN2,27.0,62.0,4.53,504.0
2026-01-05T03:00:00,SN3,27.0,602.0,3.97,277.0
2026-01-05T03:00:00,SN4,27.0,157.0,3.97,38.0
2026-01-05T04:00:00,SN1,32.0,50.0,6.0,167.0
2026-01-05T04:00:00,SN2,32.0,62.0,4.53,415.0
2026-01-05T04:00:00,SN3,32.0,620.0,4.07,280.0
2026-01-05T04:00:00,SN4,32.0,116.0,4.07,38.0
2026-01-05T05:00:00,SN1,28.65,45.0,6.0,165.0
2026-01-05T05:00:00,SN2,28.65,64.0,4.53,434.0
2026-01-05T05:00:00,SN3,28.65,579.0,4.07,265.0
2026-01-05T05:00:00,SN4,28.65,156.0,4.07,38.0
2026-01-05T06:00:00,SN1,32.0,61.0,6.0,190.0
2026-01-05T06:00:00,SN2,32.0,74.0,4.53,431.0
2026-01-05T06:00:00,SN3,32.0,608.0,3.0,270.0
2026-01-05T06:00:00,SN4,32.0,116.0,4.0,38.0
2026-01-05T07:00:00,SN1,35.0,64.0,6.0,235.0
2026-01-05T07:00:00,SN2,35.0,90.0,4.53,392.0
2026-01-05T07:00:00,SN3,35.0,589.0,4.53,263.0
2026-01-05T07:00:00,SN4,35.0,156.0,4.53,38.0
2026-01-05T08:00:00,SN1,45.0,83.0,6.0,222.0
2026-01-05T08:00:00,SN2,45.0,99.0,4.53,394.0
2026-01-05T08:00:00,SN3,45.0,591.0,4.53,264.0
